1.034029458718115579e+00;1.006100693687806080e+00
1.912156477225370521e+00;1.000000000000000222e+00
1.051805946846487982e+00;1.074468966462290620e+00
1.469700767097928518e+00;1.046390144326502902e+00
1.871861013823209241e+00;1.050271832520439208e+00
2.005315184267291606e+00;1.000000000000000222e+00
2.207515562367016848e+00;1.000000000000000222e+00
2.212063364460864712e+00;1.009627136799045477e+00
1.013978972878087470e+00;1.032605367169649568e+00
1.440657833929671172e+00;1.074798038257420929e+00
1.873598767079377225e+00;1.118587671186461963e+00
2.092830678904979091e+00;1.091408006728816993e+00
2.305934868078514999e+00;1.094977380773207498e+00
2.431757479915361397e+00;1.097498034771760667e+00
2.429578874785404352e+00;1.081259458041827104e+00
2.591280632307175757e+00;1.109701345813652429e+00
2.740437845350357282e+00;1.105024029371982408e+00
2.852015090864437497e+00;1.149059637952374313e+00
2.762272392790399156e+00;1.106831173593559647e+00
2.455001390596089461e+00;1.023707864401335099e+00
1.017811251523378591e+00;1.015129600778148067e+00
1.420601675949590526e+00;1.068228777607749258e+00
1.690646826437286254e+00;1.045183853767550186e+00
2.074974233782350463e+00;1.134434723460501226e+00
2.328372694750924232e+00;1.175886294853113911e+00
2.578632414733958544e+00;1.234439926930244624e+00
2.642995442011347951e+00;1.166368022623492262e+00
2.676527678448211489e+00;1.176184774474441141e+00
2.914914612099379632e+00;1.238051875271427793e+00
2.862474151389249766e+00;1.183990376492600305e+00
2.909497845121919557e+00;1.192313887882078927e+00
2.974844970197004113e+00;1.202607888614686260e+00
3.078039521020557778e+00;1.220246176994973286e+00
3.092654595109696203e+00;1.181842683601283417e+00
3.186214938826856358e+00;1.214234193917029359e+00
3.120387861571404020e+00;1.207481257670016461e+00
2.998632154915362058e+00;1.158542497805011173e+00
3.202137757592224077e+00;1.216101469488871212e+00
3.054393831078884958e+00;1.172448463113307859e+00
3.148346564668393910e+00;1.210913042800931816e+00
1.008097728474008470e+00;1.000000000000000222e+00
1.476194638926390246e+00;1.103684145643055503e+00
1.838881407666059120e+00;1.178177851958781552e+00
2.101271111791285229e+00;1.180257377751078307e+00
2.196763920178621099e+00;1.179397376538645625e+00
2.435569580815851065e+00;1.213765507105792452e+00
2.514797643881388378e+00;1.159608878180334202e+00
2.806669414956972197e+00;1.233350406234207330e+00
2.920498505254157440e+00;1.232591512160589042e+00
2.798916670124125261e+00;1.174879009406597730e+00
3.225850374106711715e+00;1.280379797058911695e+00
3.073540614700025042e+00;1.212280528343626207e+00
3.164421533821686339e+00;1.316070611014415137e+00
3.189370551623545325e+00;1.203494071686477263e+00
3.276644146069296326e+00;1.266588343983024334e+00
3.184599861155481992e+00;1.221163224145477066e+00
3.271118109200402024e+00;1.217932522135617646e+00
3.272586839757261057e+00;1.273673930012851674e+00
3.291703506489540132e+00;1.233891469190666390e+00
3.430178711911164413e+00;1.273463190302816850e+00
3.327556525118345654e+00;1.253571846809867107e+00
3.532206392648189475e+00;1.328212928374119528e+00
3.521327215785827303e+00;1.289950658169276121e+00
3.362788505220722701e+00;1.248431440069949216e+00
3.398236049426929473e+00;1.205011197294473257e+00
3.551926488124824033e+00;1.275677708122336496e+00
3.392201909528288262e+00;1.232051372464219030e+00
3.467343580696079286e+00;1.234376859769443557e+00
3.391274566364545606e+00;1.245352953039297272e+00
3.289927766534066045e+00;1.190859942411330863e+00
1.049656503933407814e+00;1.000000000000000222e+00
1.401776252955932112e+00;1.073322483720837495e+00
1.829327964109471294e+00;1.151401165989782482e+00
2.219156027126028885e+00;1.274906131731254000e+00
2.446968887584257679e+00;1.276258919043227191e+00
2.697688049731135518e+00;1.328604972554885855e+00
2.872402680549702936e+00;1.347951128412674171e+00
2.733844023875015683e+00;1.255210670381512017e+00
2.973746614675897515e+00;1.261148260605016391e+00
3.209157287418945792e+00;1.341905537822462247e+00
3.123762061089398578e+00;1.285435613885598238e+00
3.271189500533000505e+00;1.335804853547654325e+00
3.452760247750791489e+00;1.320947874547258261e+00
3.585304500192757260e+00;1.352113538615480115e+00
3.495821579628022313e+00;1.356792589664145288e+00
3.450160785178794765e+00;1.322150489012851704e+00
3.434484451969896934e+00;1.312682781359872264e+00
3.336975103167153289e+00;1.268595571408615896e+00
3.516228787679554380e+00;1.316785097208530209e+00
3.535090071984465787e+00;1.332214846519341744e+00
3.544179672646516011e+00;1.286540772074643124e+00
3.573090508179141089e+00;1.328153182859633130e+00
3.592920470579424652e+00;1.294644801293444614e+00
3.923098315266300595e+00;1.366889359657919689e+00
3.495299103882683500e+00;1.286169565242269774e+00
3.406103457239821886e+00;1.252135583297815158e+00
3.616890698783669311e+00;1.317859879740044926e+00
3.880400762344743182e+00;1.334886974603424425e+00
3.602038880311366764e+00;1.262000106509039821e+00
3.795767853136768011e+00;1.307285046092592884e+00
3.741209694015276366e+00;1.331751739408154611e+00
3.766701623584860492e+00;1.342116189083984112e+00
3.723531848912613018e+00;1.340146245938280689e+00
3.565281117359700325e+00;1.306725800568332874e+00
3.725939894104249195e+00;1.269278101668991132e+00
3.716055250543163879e+00;1.331328884651705513e+00
3.700389770743522710e+00;1.307186056104220118e+00
3.765601795461479551e+00;1.320000993272639755e+00
3.715566618523871156e+00;1.280859564471446665e+00
3.670283281822325883e+00;1.296773073294989809e+00
3.985040547456740079e+00;1.357854123507526101e+00
3.742165900533470868e+00;1.326492713895729425e+00
1.026969500067230534e+00;1.000000000000000222e+00
1.436049315731502185e+00;1.064915433170138259e+00
1.871507049125482158e+00;1.203557267821206755e+00
2.149084853755940383e+00;1.245328947300373024e+00
2.611722308902542533e+00;1.361009931600562606e+00
2.464207500943975671e+00;1.242642326214322468e+00
2.871357781375670104e+00;1.364306644433999072e+00
2.956086875116307411e+00;1.340070485180222315e+00
3.142088239395542715e+00;1.320967112581705960e+00
3.068496309072083150e+00;1.319898954146233594e+00
3.284523267659837042e+00;1.348664343365429730e+00
3.377726975586652802e+00;1.368469795275579326e+00
3.558573809846729219e+00;1.410106772757958149e+00
3.337937046548626441e+00;1.315359112095853211e+00
3.228861196981365644e+00;1.283228114125950503e+00
3.407017854478184393e+00;1.309358214872755832e+00
3.659506287230369193e+00;1.414960214995301113e+00
3.531462322243112073e+00;1.307043418033333237e+00
3.706677563683369314e+00;1.356395711182127428e+00
3.459987495448759720e+00;1.264097045075398773e+00
3.904189699302486272e+00;1.395968110848807120e+00
3.327266387137581827e+00;1.230373953372417173e+00
3.826474559465780079e+00;1.379867507800296655e+00
3.681553770497542288e+00;1.330825316404658176e+00
3.894110917930691418e+00;1.373637769272785247e+00
3.904591898815887419e+00;1.379726104163393030e+00
3.805854217560185049e+00;1.356297158926387247e+00
3.919048887526116243e+00;1.386781159932168661e+00
3.790088662736447400e+00;1.354622256697989302e+00
4.046638288556820839e+00;1.452366857068128514e+00
3.776716112617267473e+00;1.349811602638350871e+00
3.918171970795506276e+00;1.355937619101507119e+00
3.704429548733056077e+00;1.313165171179312418e+00
3.931547745988930309e+00;1.407214733713996413e+00
3.887939729690683688e+00;1.378498134684347676e+00
4.112405800619802321e+00;1.476766704910911443e+00
4.002257225618225611e+00;1.395346167788568792e+00
3.788607903029989288e+00;1.303070970673698037e+00
3.723795112504503901e+00;1.274820716194630110e+00
4.002470430281784175e+00;1.396863247638937322e+00
3.725074456856274807e+00;1.315109875872142453e+00
4.184339805716914995e+00;1.422998822359283988e+00
3.975881853138508948e+00;1.356838271553098663e+00
4.134203726081397967e+00;1.413721526288563624e+00
4.145650809429264783e+00;1.412396727887091474e+00
4.060681392118523192e+00;1.409883469868396633e+00
4.017220614904493559e+00;1.384268289833828547e+00
3.968528508737237726e+00;1.373716395554614556e+00
3.943509416608451446e+00;1.374162938815132851e+00
4.087029917020402081e+00;1.392462108196597548e+00
4.075490713342450277e+00;1.370547746535432765e+00
3.875679900030181368e+00;1.365573256252021750e+00
4.304074101498991389e+00;1.472864531696495671e+00
3.914807749543592230e+00;1.325028533772414141e+00
3.901669410133024041e+00;1.367822280029246551e+00
4.044203288670755292e+00;1.354136882125355212e+00
1.005021912660495120e+00;1.000000000000000222e+00
1.485741913958896099e+00;1.117925908524929346e+00
1.873432831904227047e+00;1.210251041575341580e+00
2.042858781963164283e+00;1.190674256071256654e+00
2.431973944494232764e+00;1.346726665625878949e+00
2.556273908288180685e+00;1.279192090129978032e+00
2.922923410244508968e+00;1.384074001571656609e+00
2.799720947434333418e+00;1.312781913816655432e+00
3.248522253624398282e+00;1.413087677367080408e+00
3.351577238647311940e+00;1.380887391954208621e+00
3.503736699430999302e+00;1.409764914322481300e+00
3.444230827250567728e+00;1.448689503399858802e+00
3.673700593084711752e+00;1.445520301151612230e+00
3.605615230905234725e+00;1.396130706275056088e+00
3.740559488749613859e+00;1.476368707792824031e+00
3.686707203943122124e+00;1.389669850728914247e+00
3.718330962895683101e+00;1.367203284064097524e+00
3.802219498804351616e+00;1.418543398101333119e+00
3.724102467456753107e+00;1.379386571660685901e+00
3.711374798860540558e+00;1.327364880249101597e+00
3.845772171594113331e+00;1.372633086735635333e+00
3.963816391589744637e+00;1.397726288605904310e+00
3.825610179632204844e+00;1.343686115600911668e+00
3.844579247505575115e+00;1.320107204872129625e+00
3.863613471268913191e+00;1.356539011893638236e+00
4.293329762633187663e+00;1.459792326333065882e+00
3.829916417263650175e+00;1.365714947578532401e+00
4.096752724376191424e+00;1.380656236042707041e+00
4.026286761152215732e+00;1.388281866164248424e+00
3.926773373054753158e+00;1.369626277223639166e+00
4.045091684668943977e+00;1.379784613712369268e+00
3.947386782446165476e+00;1.363623903616346000e+00
3.989851176459133342e+00;1.427752868805980624e+00
4.102797277291886147e+00;1.423586402867626166e+00
3.926913729233478811e+00;1.376915928682335588e+00
3.849246514456233559e+00;1.329915539264770574e+00
3.986627325021729895e+00;1.409291283597591038e+00
3.939549388829366450e+00;1.376288247681662247e+00
4.185863240051892475e+00;1.402193522029532957e+00
4.178936563497977374e+00;1.424402073001493685e+00
4.125113192807257967e+00;1.423252986478797943e+00
4.161546638301571122e+00;1.397718321847781775e+00
4.156678423606542161e+00;1.393593291104074927e+00
4.236725242726631535e+00;1.448432150059861589e+00
4.216372370109588985e+00;1.473204440249460845e+00
4.495267943311603176e+00;1.493464902771480585e+00
